ID;PID;Game;Study;Game_group;Condition;Condition_params;Resolution;Framerate;Bitrate;VQ;VF;VU;VD;AC;Age;Gender;Expertise;Monitor
884;13;Game3;1;Game1_Game2_Game3;20;480_60_2000;480;60;2000;4;6;2,4;6;1;20;Male;3;Desktop
885;13;Game2;1;Game1_Game2_Game3;21;480_60_2000;480;60;2000;4;6;3;6;1;20;Male;3;Desktop
886;13;Game2;1;Game1_Game2_Game3;22;480_60_6000;480;60;6000;4,2;5,8;2,3;6;1;20;Male;3;Desktop
887;13;Game1;1;Game1_Game2_Game3;23;480_60_6000;480;60;6000;4,4;6;3,5;5,6;1;20;Male;3;Desktop
888;13;Game3;1;Game1_Game2_Game3;24;480_60_6000;480;60;6000;4,4;6;4;6;1;20;Male;3;Desktop
889;13;Game1;1;Game1_Game2_Game3;25;720_30_1000;720;30;1000;4;2,7;5,5;6;1;20;Male;3;Desktop
890;13;Game2;1;Game1_Game2_Game3;26;720_30_1000;720;30;1000;3,3;2,3;2,4;5,9;0;20;Male;3;Desktop
891;13;Game3;1;Game1_Game2_Game3;27;720_30_1000;720;30;1000;3;3,1;3,2;5,1;0;20;Male;3;Desktop
892;13;Game3;1;Game1_Game2_Game3;28;720_30_2000;720;30;2000;3,5;3,3;3,3;5,7;0;20;Male;3;Desktop
893;13;Game2;1;Game1_Game2_Game3;29;720_30_2000;720;30;2000;4,7;6;4,8;6;1;20;Male;3;Desktop
894;13;Game1;1;Game1_Game2_Game3;30;720_30_2000;720;30;2000;4;5;3,5;6;1;20;Male;3;Desktop
895;13;Game1;1;Game1_Game2_Game3;31;720_30_4000;720;30;4000;5,3;6;5,3;6;1;20;Male;3;Desktop
896;13;Game2;1;Game1_Game2_Game3;32;720_30_4000;720;30;4000;4,6;6;4,5;6;1;20;Male;3;Desktop
897;13;Game3;1;Game1_Game2_Game3;33;720_30_4000;720;30;4000;3,2;2,9;3,2;3,6;0;20;Male;3;Desktop
898;13;Game3;1;Game1_Game2_Game3;34;720_30_50000;720;30;50000;3,7;6;3,1;3,2;0;20;Male;3;Desktop
899;13;Game2;1;Game1_Game2_Game3;35;720_30_50000;720;30;50000;5,3;6;5,1;6;1;20;Male;3;Desktop
900;13;Game1;1;Game1_Game2_Game3;36;720_30_50000;720;30;50000;6;6;5,9;6;1;20;Male;3;Desktop
901;13;Game3;1;Game1_Game2_Game3;37;720_60_1000;720;60;1000;3;2,1;2,5;6;0;20;Male;3;Desktop
902;13;Game1;1;Game1_Game2_Game3;38;720_60_1000;720;60;1000;3,3;2,3;5;5,9;0;20;Male;3;Desktop
903;13;Game2;1;Game1_Game2_Game3;39;720_60_1000;720;60;1000;3;3;3;5,2;0;20;Male;3;Desktop
904;13;Game3;1;Game1_Game2_Game3;40;720_60_2000;720;60;2000;4;3,4;3,9;5,9;1;20;Male;3;Desktop
905;13;Game2;1;Game1_Game2_Game3;41;720_60_2000;720;60;2000;3,6;4;3,3;4,8;0;20;Male;3;Desktop
906;13;Game1;1;Game1_Game2_Game3;42;720_60_2000;720;60;2000;4;4;4;5,9;1;20;Male;3;Desktop
907;13;Game2;1;Game1_Game2_Game3;43;720_60_4000;720;60;4000;4,8;6;5,2;6;1;20;Male;3;Desktop
908;13;Game3;1;Game1_Game2_Game3;44;720_60_4000;720;60;4000;4,1;4,2;5,7;6;1;20;Male;3;Desktop
909;13;Game1;1;Game1_Game2_Game3;45;720_60_4000;720;60;4000;4;5,8;4;6;1;20;Male;3;Desktop
910;13;Game3;1;Game1_Game2_Game3;46;720_60_50000;720;60;50000;5;6;5,3;6;1;20;Male;3;Desktop
911;13;Game1;1;Game1_Game2_Game3;47;720_60_50000;720;60;50000;5,9;6;5,7;6;1;20;Male;3;Desktop
912;13;Game2;1;Game1_Game2_Game3;48;720_60_50000;720;60;50000;6;6;5,7;6;1;20;Male;3;Desktop
913;13;Game2;1;Game1_Game2_Game3;49;1080_30_2000;1080;30;2000;4;4;4;6;1;20;Male;3;Desktop
914;13;Game1;1;Game1_Game2_Game3;50;1080_30_2000;1080;30;2000;4;4,9;4,1;6;1;20;Male;3;Desktop
915;13;Game3;1;Game1_Game2_Game3;51;1080_30_2000;1080;30;2000;3;3,1;2,9;4;0;20;Male;3;Desktop
916;13;Game1;1;Game1_Game2_Game3;52;1080_30_4000;1080;30;4000;5;6;5,1;6;1;20;Male;3;Desktop
917;13;Game2;1;Game1_Game2_Game3;53;1080_30_4000;1080;30;4000;5,1;6;5,5;6;1;20;Male;3;Desktop
918;13;Game3;1;Game1_Game2_Game3;54;1080_30_4000;1080;30;4000;3,5;3,1;4,7;4;0;20;Male;3;Desktop
919;13;Game3;1;Game1_Game2_Game3;55;1080_30_6000;1080;30;6000;5;6;5,9;3;1;20;Male;3;Desktop
920;13;Game2;1;Game1_Game2_Game3;56;1080_30_6000;1080;30;6000;5,7;6;5,5;6;1;20;Male;3;Desktop
921;13;Game1;1;Game1_Game2_Game3;57;1080_30_6000;1080;30;6000;5;4,9;5,4;6;1;20;Male;3;Desktop
922;13;Game3;1;Game1_Game2_Game3;58;1080_30_50000;1080;30;50000;4,1;6;5,7;4;1;20;Male;3;Desktop
923;13;Game2;1;Game1_Game2_Game3;59;1080_30_50000;1080;30;50000;6;6;6;6;1;20;Male;3;Desktop
924;13;Game1;1;Game1_Game2_Game3;60;1080_30_50000;1080;30;50000;5,6;6;6;5,1;1;20;Male;3;Desktop
925;13;Game2;1;Game1_Game2_Game3;61;1080_60_2000;1080;60;2000;3,7;2,3;4,4;6;0;20;Male;3;Desktop
926;13;Game1;1;Game1_Game2_Game3;62;1080_60_2000;1080;60;2000;4;3,5;5,5;6;1;20;Male;3;Desktop
927;13;Game3;1;Game1_Game2_Game3;63;1080_60_2000;1080;60;2000;3,3;3,8;2,9;5,9;0;20;Male;3;Desktop
928;13;Game3;1;Game1_Game2_Game3;64;1080_60_4000;1080;60;4000;4,6;3;5,1;6;1;20;Male;3;Desktop
929;13;Game1;1;Game1_Game2_Game3;65;1080_60_4000;1080;60;4000;4,9;4,9;4,9;5,9;1;20;Male;3;Desktop
930;13;Game2;1;Game1_Game2_Game3;66;1080_60_4000;1080;60;4000;4,7;5,1;4,4;6;1;20;Male;3;Desktop
931;13;Game3;1;Game1_Game2_Game3;67;1080_60_6000;1080;60;6000;4,5;3,1;5,6;5,9;1;20;Male;3;Desktop
932;13;Game2;1;Game1_Game2_Game3;68;1080_60_6000;1080;60;6000;5;6;4,7;6;1;20;Male;3;Desktop
933;13;Game1;1;Game1_Game2_Game3;69;1080_60_6000;1080;60;6000;5;5,6;5,5;6;1;20;Male;3;Desktop
934;13;Game3;1;Game1_Game2_Game3;70;1080_60_50000;1080;60;50000;5,4;6;5;5,6;1;20;Male;3;Desktop
935;13;Game2;1;Game1_Game2_Game3;71;1080_60_50000;1080;60;50000;6;6;6;6;1;20;Male;3;Desktop
936;13;Game1;1;Game1_Game2_Game3;72;1080_60_50000;1080;60;50000;6,2;6;6;6;1;20;Male;3;Desktop
937;14;Game1;1;Game1_Game2_Game3;1;480_30_300;480;30;300;2,2;3,2;1,6;4,9;0;25;Male;3;Desktop
938;14;Game2;1;Game1_Game2_Game3;2;480_30_300;480;30;300;2,6;2,7;2,3;4,8;0;25;Male;3;Desktop
939;14;Game3;1;Game1_Game2_Game3;3;480_30_300;480;30;300;2,4;2,4;1,9;3,1;0;25;Male;3;Desktop
940;14;Game2;1;Game1_Game2_Game3;4;480_30_1000;480;30;1000;4,6;3,1;3,1;3,4;1;25;Male;3;Desktop
941;14;Game3;1;Game1_Game2_Game3;5;480_30_1000;480;30;1000;3;3,7;2,9;4,4;0;25;Male;3;Desktop
942;14;Game1;1;Game1_Game2_Game3;6;480_30_1000;480;30;1000;4,8;3;2,7;5,2;1;25;Male;3;Desktop
943;14;Game3;1;Game1_Game2_Game3;7;480_30_2000;480;30;2000;3,4;3,4;2,7;4,6;0;25;Male;3;Desktop
944;14;Game1;1;Game1_Game2_Game3;8;480_30_2000;480;30;2000;3,3;4,9;3;4,7;1;25;Male;3;Desktop
945;14;Game2;1;Game1_Game2_Game3;9;480_30_2000;480;30;2000;3,1;5,9;2,9;2,8;0;25;Male;3;Desktop
946;14;Game3;1;Game1_Game2_Game3;10;480_30_6000;480;30;6000;3;3;2,8;3,6;0;25;Male;3;Desktop
947;14;Game2;1;Game1_Game2_Game3;11;480_30_6000;480;30;6000;4,6;5,5;4,6;2,8;0;25;Male;3;Desktop
948;14;Game1;1;Game1_Game2_Game3;12;480_30_6000;480;30;6000;3,4;3,1;3,6;5;0;25;Male;3;Desktop
949;14;Game2;1;Game1_Game2_Game3;13;480_60_300;480;60;300;2,2;1,4;1,4;5;0;25;Male;3;Desktop
950;14;Game3;1;Game1_Game2_Game3;14;480_60_300;480;60;300;2;2,4;2,2;5;0;25;Male;3;Desktop
951;14;Game1;1;Game1_Game2_Game3;15;480_60_300;480;60;300;2,6;2,6;1,3;5;0;25;Male;3;Desktop
952;14;Game2;1;Game1_Game2_Game3;16;480_60_1000;480;60;1000;2,9;3,4;2,3;5,1;0;25;Male;3;Desktop
953;14;Game1;1;Game1_Game2_Game3;17;480_60_1000;480;60;1000;2,9;3,1;2,2;5,5;0;25;Male;3;Desktop
954;14;Game3;1;Game1_Game2_Game3;18;480_60_1000;480;60;1000;3,1;3;2,9;4,6;0;25;Male;3;Desktop
955;14;Game1;1;Game1_Game2_Game3;19;480_60_2000;480;60;2000;4,7;5;2,2;6;1;25;Male;3;Desktop
956;14;Game3;1;Game1_Game2_Game3;20;480_60_2000;480;60;2000;3,8;5,2;3;5,4;1;25;Male;3;Desktop
957;14;Game2;1;Game1_Game2_Game3;21;480_60_2000;480;60;2000;4,9;3,5;3,4;4,7;1;25;Male;3;Desktop
958;14;Game2;1;Game1_Game2_Game3;22;480_60_6000;480;60;6000;4,6;3,6;4,8;3,2;1;25;Male;3;Desktop
959;14;Game1;1;Game1_Game2_Game3;23;480_60_6000;480;60;6000;3,5;5;3,2;5;0;25;Male;3;Desktop
960;14;Game3;1;Game1_Game2_Game3;24;480_60_6000;480;60;6000;4,6;5,3;2,9;5,6;1;25;Male;3;Desktop
961;14;Game1;1;Game1_Game2_Game3;25;720_30_1000;720;30;1000;3,1;3,1;2,9;5;1;25;Male;3;Desktop
962;14;Game2;1;Game1_Game2_Game3;26;720_30_1000;720;30;1000;3,3;5,1;3;3,2;0;25;Male;3;Desktop
963;14;Game3;1;Game1_Game2_Game3;27;720_30_1000;720;30;1000;2,7;3;2,5;4,9;0;25;Male;3;Desktop
964;14;Game3;1;Game1_Game2_Game3;28;720_30_2000;720;30;2000;3,7;3,4;2,7;3;0;25;Male;3;Desktop
965;14;Game2;1;Game1_Game2_Game3;29;720_30_2000;720;30;2000;4,9;5,4;3;3;1;25;Male;3;Desktop
966;14;Game1;1;Game1_Game2_Game3;30;720_30_2000;720;30;2000;4,8;5,2;3,2;5;1;25;Male;3;Desktop
967;14;Game1;1;Game1_Game2_Game3;31;720_30_4000;720;30;4000;4;5,3;3;4,7;1;25;Male;3;Desktop
968;14;Game2;1;Game1_Game2_Game3;32;720_30_4000;720;30;4000;4,6;5,6;3;3;0;25;Male;3;Desktop
969;14;Game3;1;Game1_Game2_Game3;33;720_30_4000;720;30;4000;3;5,3;4,4;2,8;0;25;Male;3;Desktop
970;14;Game3;1;Game1_Game2_Game3;34;720_30_50000;720;30;50000;3,3;3,4;3,2;3,3;0;25;Male;3;Desktop
971;14;Game2;1;Game1_Game2_Game3;35;720_30_50000;720;30;50000;4;4,8;4,6;3,2;1;25;Male;3;Desktop
972;14;Game1;1;Game1_Game2_Game3;36;720_30_50000;720;30;50000;5;4,7;2,5;4,6;0;25;Male;3;Desktop
973;14;Game3;1;Game1_Game2_Game3;37;720_60_1000;720;60;1000;2,9;2,5;2,9;5;0;25;Male;3;Desktop
974;14;Game1;1;Game1_Game2_Game3;38;720_60_1000;720;60;1000;2,9;3,4;2,3;5;0;25;Male;3;Desktop
975;14;Game2;1;Game1_Game2_Game3;39;720_60_1000;720;60;1000;3;2,9;2,9;3,7;0;25;Male;3;Desktop
976;14;Game3;1;Game1_Game2_Game3;40;720_60_2000;720;60;2000;3,5;3,3;2,6;5;1;25;Male;3;Desktop
977;14;Game2;1;Game1_Game2_Game3;41;720_60_2000;720;60;2000;4,8;5,1;3;4,4;1;25;Male;3;Desktop
978;14;Game1;1;Game1_Game2_Game3;42;720_60_2000;720;60;2000;3,2;3;2,6;3,2;0;25;Male;3;Desktop
979;14;Game2;1;Game1_Game2_Game3;43;720_60_4000;720;60;4000;5;5,3;5,5;2,8;1;25;Male;3;Desktop
980;14;Game3;1;Game1_Game2_Game3;44;720_60_4000;720;60;4000;3,1;2,9;2,9;3,4;0;25;Male;3;Desktop
981;14;Game1;1;Game1_Game2_Game3;45;720_60_4000;720;60;4000;4,6;4,9;3;4,9;1;25;Male;3;Desktop
982;14;Game3;1;Game1_Game2_Game3;46;720_60_50000;720;60;50000;4,8;5,5;4,7;5;1;25;Male;3;Desktop
983;14;Game1;1;Game1_Game2_Game3;47;720_60_50000;720;60;50000;5;6,4;2,7;6,5;1;25;Male;3;Desktop
984;14;Game2;1;Game1_Game2_Game3;48;720_60_50000;720;60;50000;5;5,3;5;3,1;1;25;Male;3;Desktop
985;14;Game2;1;Game1_Game2_Game3;49;1080_30_2000;1080;30;2000;3,5;3,1;4,3;3;0;25;Male;3;Desktop
986;14;Game1;1;Game1_Game2_Game3;50;1080_30_2000;1080;30;2000;3,4;3;2,8;4,8;1;25;Male;3;Desktop
987;14;Game3;1;Game1_Game2_Game3;51;1080_30_2000;1080;30;2000;3,1;3,1;2,7;3,4;0;25;Male;3;Desktop
988;14;Game1;1;Game1_Game2_Game3;52;1080_30_4000;1080;30;4000;4,7;3,2;5;5;1;25;Male;3;Desktop
989;14;Game2;1;Game1_Game2_Game3;53;1080_30_4000;1080;30;4000;4,7;2,8;5;4,5;1;25;Male;3;Desktop
990;14;Game3;1;Game1_Game2_Game3;54;1080_30_4000;1080;30;4000;3,4;5,7;5,5;2,8;1;25;Male;3;Desktop
991;14;Game3;1;Game1_Game2_Game3;55;1080_30_6000;1080;30;6000;4,4;5;4,8;3;0;25;Male;3;Desktop
992;14;Game2;1;Game1_Game2_Game3;56;1080_30_6000;1080;30;6000;4,4;5,6;5,1;2,9;1;25;Male;3;Desktop
993;14;Game1;1;Game1_Game2_Game3;57;1080_30_6000;1080;30;6000;5;5,1;5,3;4,6;1;25;Male;3;Desktop
994;14;Game3;1;Game1_Game2_Game3;58;1080_30_50000;1080;30;50000;5,1;6,1;5;2,8;0;25;Male;3;Desktop
995;14;Game2;1;Game1_Game2_Game3;59;1080_30_50000;1080;30;50000;4,6;5,8;5,5;2,7;0;25;Male;3;Desktop
996;14;Game1;1;Game1_Game2_Game3;60;1080_30_50000;1080;30;50000;4,9;4,8;4,7;2,7;1;25;Male;3;Desktop
997;14;Game2;1;Game1_Game2_Game3;61;1080_60_2000;1080;60;2000;3,2;2,8;3;5,2;0;25;Male;3;Desktop
998;14;Game1;1;Game1_Game2_Game3;62;1080_60_2000;1080;60;2000;3;3,5;2,3;5;1;25;Male;3;Desktop
999;14;Game3;1;Game1_Game2_Game3;63;1080_60_2000;1080;60;2000;3,3;3,3;2,7;5,1;1;25;Male;3;Desktop
1000;14;Game3;1;Game1_Game2_Game3;64;1080_60_4000;1080;60;4000;3,2;3,3;3,3;4,9;0;25;Male;3;Desktop
1001;14;Game1;1;Game1_Game2_Game3;65;1080_60_4000;1080;60;4000;4,7;2,7;3,2;5,1;0;25;Male;3;Desktop
1002;14;Game2;1;Game1_Game2_Game3;66;1080_60_4000;1080;60;4000;4,8;5,3;4,8;3,2;1;25;Male;3;Desktop
1003;14;Game3;1;Game1_Game2_Game3;67;1080_60_6000;1080;60;6000;3,3;5;3;3,2;0;25;Male;3;Desktop
1004;14;Game2;1;Game1_Game2_Game3;68;1080_60_6000;1080;60;6000;5,1;5,2;5,2;3,1;1;25;Male;3;Desktop
1005;14;Game1;1;Game1_Game2_Game3;69;1080_60_6000;1080;60;6000;4,8;3,4;4,4;3,4;1;25;Male;3;Desktop
1006;14;Game3;1;Game1_Game2_Game3;70;1080_60_50000;1080;60;50000;5;5;6;3,2;1;25;Male;3;Desktop
1007;14;Game2;1;Game1_Game2_Game3;71;1080_60_50000;1080;60;50000;5;5,4;5,5;3;1;25;Male;3;Desktop
1008;14;Game1;1;Game1_Game2_Game3;72;1080_60_50000;1080;60;50000;5,3;5,8;5,5;3;1;25;Male;3;Desktop
1009;15;Game1;1;Game1_Game2_Game3;1;480_30_300;480;30;300;2;2;2;5,6;0;28;Transgender;3;Laptop
1010;15;Game2;1;Game1_Game2_Game3;2;480_30_300;480;30;300;2;2;2,6;5,5;0;28;Transgender;3;Laptop
1011;15;Game3;1;Game1_Game2_Game3;3;480_30_300;480;30;300;2,5;2,2;2,8;4,9;0;28;Transgender;3;Laptop
1012;15;Game2;1;Game1_Game2_Game3;4;480_30_1000;480;30;1000;2,2;2,8;2,5;4,8;0;28;Transgender;3;Laptop
1013;15;Game3;1;Game1_Game2_Game3;5;480_30_1000;480;30;1000;2,5;4;3,5;2,4;0;28;Transgender;3;Laptop
1014;15;Game1;1;Game1_Game2_Game3;6;480_30_1000;480;30;1000;2,5;2,6;2,9;5,2;0;28;Transgender;3;Laptop
1015;15;Game3;1;Game1_Game2_Game3;7;480_30_2000;480;30;2000;3,4;3;2,8;4;0;28;Transgender;3;Laptop
1016;15;Game1;1;Game1_Game2_Game3;8;480_30_2000;480;30;2000;2,8;4,9;2,8;5,6;0;28;Transgender;3;Laptop
1017;15;Game2;1;Game1_Game2_Game3;9;480_30_2000;480;30;2000;3,6;4,8;3;5,2;1;28;Transgender;3;Laptop
1018;15;Game3;1;Game1_Game2_Game3;10;480_30_6000;480;30;6000;4;3,2;5;2,9;1;28;Transgender;3;Laptop
1019;15;Game2;1;Game1_Game2_Game3;11;480_30_6000;480;30;6000;4,8;3,8;3,3;5;0;28;Transgender;3;Laptop
1020;15;Game1;1;Game1_Game2_Game3;12;480_30_6000;480;30;6000;3;3;2,3;5,2;0;28;Transgender;3;Laptop
1021;15;Game2;1;Game1_Game2_Game3;13;480_60_300;480;60;300;2;2;2;5,5;0;28;Transgender;3;Laptop
1022;15;Game3;1;Game1_Game2_Game3;14;480_60_300;480;60;300;1,8;2;2,3;4;0;28;Transgender;3;Laptop
1023;15;Game1;1;Game1_Game2_Game3;15;480_60_300;480;60;300;1,8;2;2;5,8;0;28;Transgender;3;Laptop
1024;15;Game2;1;Game1_Game2_Game3;16;480_60_1000;480;60;1000;2,6;3,3;2,7;4,8;1;28;Transgender;3;Laptop
1025;15;Game1;1;Game1_Game2_Game3;17;480_60_1000;480;60;1000;2,7;2,8;3,1;6;0;28;Transgender;3;Laptop
1026;15;Game3;1;Game1_Game2_Game3;18;480_60_1000;480;60;1000;3,7;3,3;3;5,5;0;28;Transgender;3;Laptop
1027;15;Game1;1;Game1_Game2_Game3;19;480_60_2000;480;60;2000;3;4;2,1;6;0;28;Transgender;3;Laptop
1028;15;Game3;1;Game1_Game2_Game3;20;480_60_2000;480;60;2000;3;3;2,2;3,6;0;28;Transgender;3;Laptop
1029;15;Game2;1;Game1_Game2_Game3;21;480_60_2000;480;60;2000;4;4;4,2;4;0;28;Transgender;3;Laptop
1030;15;Game2;1;Game1_Game2_Game3;22;480_60_6000;480;60;6000;3,1;3;3,2;5,8;1;28;Transgender;3;Laptop
1031;15;Game1;1;Game1_Game2_Game3;23;480_60_6000;480;60;6000;3;5,7;2,5;5,2;0;28;Transgender;3;Laptop
1032;15;Game3;1;Game1_Game2_Game3;24;480_60_6000;480;60;6000;3,4;4;4,9;2,8;0;28;Transgender;3;Laptop
1033;15;Game1;1;Game1_Game2_Game3;25;720_30_1000;720;30;1000;2,9;2,8;3,3;3,1;0;28;Transgender;3;Laptop
1034;15;Game2;1;Game1_Game2_Game3;26;720_30_1000;720;30;1000;3;2,4;3,2;5,3;0;28;Transgender;3;Laptop
1035;15;Game3;1;Game1_Game2_Game3;27;720_30_1000;720;30;1000;2,2;2,9;2,2;4,6;0;28;Transgender;3;Laptop
1036;15;Game3;1;Game1_Game2_Game3;28;720_30_2000;720;30;2000;5;5,3;5,3;5,6;1;28;Transgender;3;Laptop
1037;15;Game2;1;Game1_Game2_Game3;29;720_30_2000;720;30;2000;3,4;3,4;2,6;3,2;1;28;Transgender;3;Laptop
1038;15;Game1;1;Game1_Game2_Game3;30;720_30_2000;720;30;2000;3,6;3,2;3,3;4,5;0;28;Transgender;3;Laptop
1039;15;Game1;1;Game1_Game2_Game3;31;720_30_4000;720;30;4000;4,6;3,4;3,3;4,9;1;28;Transgender;3;Laptop
1040;15;Game2;1;Game1_Game2_Game3;32;720_30_4000;720;30;4000;4;6;2,8;5,1;1;28;Transgender;3;Laptop
1041;15;Game3;1;Game1_Game2_Game3;33;720_30_4000;720;30;4000;4,8;5,4;3,6;5,4;1;28;Transgender;3;Laptop
1042;15;Game3;1;Game1_Game2_Game3;34;720_30_50000;720;30;50000;3,8;4,7;4;3,4;1;28;Transgender;3;Laptop
1043;15;Game2;1;Game1_Game2_Game3;35;720_30_50000;720;30;50000;5,2;5,1;4,9;4,5;1;28;Transgender;3;Laptop
1044;15;Game1;1;Game1_Game2_Game3;36;720_30_50000;720;30;50000;4,4;5;3,4;4,6;1;28;Transgender;3;Laptop
1045;15;Game3;1;Game1_Game2_Game3;37;720_60_1000;720;60;1000;2,1;2,1;3;4,6;0;28;Transgender;3;Laptop
1046;15;Game1;1;Game1_Game2_Game3;38;720_60_1000;720;60;1000;2,1;2,2;4;2,2;0;28;Transgender;3;Laptop
1047;15;Game2;1;Game1_Game2_Game3;39;720_60_1000;720;60;1000;2,2;2,4;2,7;5,4;0;28;Transgender;3;Laptop
1048;15;Game3;1;Game1_Game2_Game3;40;720_60_2000;720;60;2000;3;2,6;2,6;3,5;0;28;Transgender;3;Laptop
1049;15;Game2;1;Game1_Game2_Game3;41;720_60_2000;720;60;2000;3;3;3;5,5;0;28;Transgender;3;Laptop
1050;15;Game1;1;Game1_Game2_Game3;42;720_60_2000;720;60;2000;3;2,8;3,3;3,8;0;28;Transgender;3;Laptop
1051;15;Game2;1;Game1_Game2_Game3;43;720_60_4000;720;60;4000;4,4;4;2,9;5,6;1;28;Transgender;3;Laptop
1052;15;Game3;1;Game1_Game2_Game3;44;720_60_4000;720;60;4000;4;3,3;4,8;3,7;0;28;Transgender;3;Laptop
1053;15;Game1;1;Game1_Game2_Game3;45;720_60_4000;720;60;4000;3,6;3,2;3,6;4;0;28;Transgender;3;Laptop
1054;15;Game3;1;Game1_Game2_Game3;46;720_60_50000;720;60;50000;4;5,4;3,3;4,9;1;28;Transgender;3;Laptop
1055;15;Game1;1;Game1_Game2_Game3;47;720_60_50000;720;60;50000;5;5,3;5,6;4,2;1;28;Transgender;3;Laptop
1056;15;Game2;1;Game1_Game2_Game3;48;720_60_50000;720;60;50000;5;6;5,1;4,4;1;28;Transgender;3;Laptop
1057;15;Game2;1;Game1_Game2_Game3;49;1080_30_2000;1080;30;2000;3;3;3;4,8;0;28;Transgender;3;Laptop
1058;15;Game1;1;Game1_Game2_Game3;50;1080_30_2000;1080;30;2000;2,7;2,6;4;6;0;28;Transgender;3;Laptop
1059;15;Game3;1;Game1_Game2_Game3;51;1080_30_2000;1080;30;2000;3;4,9;3,8;2,9;0;28;Transgender;3;Laptop
1060;15;Game1;1;Game1_Game2_Game3;52;1080_30_4000;1080;30;4000;3,6;3,4;2,8;4,2;0;28;Transgender;3;Laptop
1061;15;Game2;1;Game1_Game2_Game3;53;1080_30_4000;1080;30;4000;3,9;3,6;3,8;3,2;1;28;Transgender;3;Laptop
1062;15;Game3;1;Game1_Game2_Game3;54;1080_30_4000;1080;30;4000;5;5;5;5,3;1;28;Transgender;3;Laptop
1063;15;Game3;1;Game1_Game2_Game3;55;1080_30_6000;1080;30;6000;4,5;5,8;5,5;2,5;0;28;Transgender;3;Laptop
1064;15;Game2;1;Game1_Game2_Game3;56;1080_30_6000;1080;30;6000;5,1;5,4;4,1;5,6;1;28;Transgender;3;Laptop
1065;15;Game1;1;Game1_Game2_Game3;57;1080_30_6000;1080;30;6000;5,1;5,2;3,5;5;1;28;Transgender;3;Laptop
1066;15;Game3;1;Game1_Game2_Game3;58;1080_30_50000;1080;30;50000;5,4;6;6;5;1;28;Transgender;3;Laptop
1067;15;Game2;1;Game1_Game2_Game3;59;1080_30_50000;1080;30;50000;5,4;5,7;4,6;5,4;1;28;Transgender;3;Laptop
1068;15;Game1;1;Game1_Game2_Game3;60;1080_30_50000;1080;30;50000;5,5;5,5;5,9;5,6;1;28;Transgender;3;Laptop
1069;15;Game2;1;Game1_Game2_Game3;61;1080_60_2000;1080;60;2000;2,6;2,1;3,5;5,6;0;28;Transgender;3;Laptop
1070;15;Game1;1;Game1_Game2_Game3;62;1080_60_2000;1080;60;2000;2,6;2,8;3,5;2,3;0;28;Transgender;3;Laptop
1071;15;Game3;1;Game1_Game2_Game3;63;1080_60_2000;1080;60;2000;2,5;2,4;3,2;3;0;28;Transgender;3;Laptop
1072;15;Game3;1;Game1_Game2_Game3;64;1080_60_4000;1080;60;4000;3,8;3,4;3,4;2;0;28;Transgender;3;Laptop
1073;15;Game1;1;Game1_Game2_Game3;65;1080_60_4000;1080;60;4000;3;2,7;3,1;5,4;0;28;Transgender;3;Laptop
1074;15;Game2;1;Game1_Game2_Game3;66;1080_60_4000;1080;60;4000;3,4;3,4;3,1;3,1;0;28;Transgender;3;Laptop
1075;15;Game3;1;Game1_Game2_Game3;67;1080_60_6000;1080;60;6000;5;5,2;3,6;3,5;1;28;Transgender;3;Laptop
1076;15;Game2;1;Game1_Game2_Game3;68;1080_60_6000;1080;60;6000;4;4,5;5,1;5,4;1;28;Transgender;3;Laptop
1077;15;Game1;1;Game1_Game2_Game3;69;1080_60_6000;1080;60;6000;3,6;3,6;4,4;5,2;0;28;Transgender;3;Laptop
1078;15;Game3;1;Game1_Game2_Game3;70;1080_60_50000;1080;60;50000;4,7;5,8;5;3,3;1;28;Transgender;3;Laptop
1079;15;Game2;1;Game1_Game2_Game3;71;1080_60_50000;1080;60;50000;5;6;4,1;5,1;1;28;Transgender;3;Laptop
1080;15;Game1;1;Game1_Game2_Game3;72;1080_60_50000;1080;60;50000;5;3,8;5,2;5,2;1;28;Transgender;3;Laptop
1081;16;Game1;1;Game1_Game2_Game3;1;480_30_300;480;30;300;2;6;1,8;6;0;21;Female;3;Desktop
1082;16;Game2;1;Game1_Game2_Game3;2;480_30_300;480;30;300;1,9;5,4;1,8;4,7;0;21;Female;3;Desktop
1083;16;Game3;1;Game1_Game2_Game3;3;480_30_300;480;30;300;2,6;5,1;2,3;4,8;0;21;Female;3;Desktop
1084;16;Game2;1;Game1_Game2_Game3;4;480_30_1000;480;30;1000;3,4;6;2,9;3,4;0;21;Female;3;Desktop
1085;16;Game3;1;Game1_Game2_Game3;5;480_30_1000;480;30;1000;3,1;5,1;3,6;3;0;21;Female;3;Desktop
1086;16;Game1;1;Game1_Game2_Game3;6;480_30_1000;480;30;1000;2,9;5,7;2,2;5,5;0;21;Female;3;Desktop
1087;16;Game3;1;Game1_Game2_Game3;7;480_30_2000;480;30;2000;3,8;6;3;3,4;0;21;Female;3;Desktop
1088;16;Game1;1;Game1_Game2_Game3;8;480_30_2000;480;30;2000;3,5;5,4;2,6;5,7;0;21;Female;3;Desktop
1089;16;Game2;1;Game1_Game2_Game3;9;480_30_2000;480;30;2000;4,1;5,9;3,4;5,6;1;21;Female;3;Desktop
1090;16;Game3;1;Game1_Game2_Game3;10;480_30_6000;480;30;6000;4;6;3,6;3,6;0;21;Female;3;Desktop
